source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment_label,sentiment_score
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Mining stocks up as market rises,The 30-share BSE Sensex was  up  236.61 points at 82423.42,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/122851468.cms,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/articleshow.jpg",2025-07-23 05:47:06+00:00,"NEW DELHI: Mining stocks were trading higher on Wednesday at 11:16AM KIOCL Ltd.(up 9.05%), Ashapura Minechem Ltd.(up 2.99%), 20 Microns Ltd.(up 2.62%), Gujarat Mineral Development Corporation Ltd.(up… [+1379 chars]",2025-07-23,neutral,-0.004014043531867628
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks down as market rises,The 30-share BSE Sensex was  up  216.4 points at 82403.21,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/122851142.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/articleshow.jpg",2025-07-23 05:31:16+00:00,"NEW DELHI: Sugar stocks were trading lower on Wednesday at 11:01AM Piccadily Agro Industries Ltd.(up 0.45%), EID Parry(India)Ltd.(up 0.34%), Uttam Sugar Mills Ltd.(up 0.20%), Balrampur Chini Mills Lt… [+1514 chars]",2025-07-23,positive,0.9470499511808157
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks up as market rises,The 30-share BSE Sensex was  up  151.06 points at 82337.87,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/122850739.cms,"https://img.etimg.com/thumb/msid-83209716,width-1200,height-630,imgsize-107089,overlay-etmarkets/articleshow.jpg",2025-07-23 05:10:28+00:00,"NEW DELHI: Fertilisers stocks were trading higher on Wednesday at 10:40AM Paradeep Phosphates Ltd.(up 5.23%), Mangalore Chemicals &amp; Fertilizers Ltd.(up 2.99%), Khaitan Chemicals &amp; Fertilizers… [+1793 chars]",2025-07-23,neutral,-0.05510258757203701
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market rises,The 30-share BSE Sensex was  up  150.26 points at 82337.07,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/122850363.cms,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/articleshow.jpg",2025-07-23 04:49:51+00:00,"NEW DELHI: Power stocks were trading lower on Wednesday at 10:19AM Karma Energy Ltd.(up 2.10%), Adani Green Energy Ltd.(up 2.06%), Ravindra Energy Ltd.(up 1.53%), NLC India Ltd.(up 1.10%), Power and … [+1634 chars]",2025-07-23,positive,0.9983915523043834
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Sensex jumps over 250 pts, Nifty tops 25,100 on strong global cues after US-Japan trade deal","Indian benchmark indices Sensex and Nifty50 opened higher, buoyed by gains in Asian markets following the U.S.-Japan trade deal. Investor sentiment improved, fueled by hopes of further trade agreements and upcoming U.S.-China talks. However, optimism regardin…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-jumps-over-250-pts-nifty-tops-25100-on-strong-global-cues-after-us-japan-trade-deal/articleshow/122849535.cms,"https://img.etimg.com/thumb/msid-122849528,width-1200,height-630,imgsize-14158,overlay-etmarkets/articleshow.jpg",2025-07-23 03:58:42+00:00,"Indian benchmark indices Sensex and Nifty50 opened higher on Wednesday, following gains in Asian markets after the United States announced a trade deal with Japan, raising hopes of more such agreemen… [+2940 chars]",2025-07-23,neutral,-6.626154958055963e-09
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit News,Dodla Dairy Targets 15% CAGR Topline Growth In Next Five Years: MD Sunil Reddy,The company expects to maintain Ebitda Margins of 8-10% in FY26.,https://www.ndtvprofit.com/business/dodla-dairy-targets-15-cagr-topline-growth-in-next-five-years-md-sunil-reddy,https://media.assettype.com/bloombergquint%2F2025-02-01%2Fzotmpycr%2Fphoto-1550583724-b2692b85b150.avif?w=1200&auto=format%2Ccompress&ogImage=true,2025-07-23 01:42:11+00:00,Dodla Dairy is aiming for a double-digit growth in revenue in the current financial year with Ebitda margins of 8 to 10%. The Hyderabad-based milk products company expects its revenue to grow by 15% … [+2269 chars],2025-07-23,neutral,-0.0067008071243321865
"{'id': None, 'name': 'BusinessLine'}","Team BL, KS Badri Narayanan",Stock Market Live Updates 23 July 2025: Stock to buy today: Akzo Nobel India,"Sensex, Nifty, Share Prices LIVE: The outlook for Akzo Nobel India is bullish. The 5 per cent rise seen so far this week confirms a bullish breakout. There is a double-bottom reversal pattern on the chart. Moving average crossovers also strengthens the bullis…",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-23-july-2025/article69845067.ece,https://bl-i.thgim.com/public/incoming/fm3ksv/article69567354.ece/alternates/LANDSCAPE_1200/IMG_PO09_Coins_stack_2_1_O0DV9MVV.jpg,2025-07-23 01:23:36+00:00,"Coin stacks and chart graphs on a chessboard background. Horizontal composition with selective focus and copy space.
 | Photo Credit: 
 MicroStockHub
Stock Market today | Share Market Live Updates… [+2179 chars]",2025-07-23,neutral,-0.013595744451095015
"{'id': None, 'name': 'BusinessLine'}","Team BL, KS Badri Narayanan","Stock Market Highlights 23 July 2025: Sensex, Nifty close firm on optimism over global trade developments","Sensex, Nifty, Share Prices: Markets staged a strong recovery on Wednesday, with the Nifty 50 closing above its crucial 20-day exponential moving average for the first time since July 11, as optimism over global trade developments and selective sectoral stren…",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-23-july-2025/article69845067.ece,https://bl-i.thgim.com/public/incoming/fm3ksv/article69567354.ece/alternates/LANDSCAPE_1200/IMG_PO09_Coins_stack_2_1_O0DV9MVV.jpg,2025-07-23 01:23:36+00:00,"Stock Market today | Share Market Updates - Find here all the updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 23 July 2025 <li></li>
16:56 | July 23, 2025Stock … [+62081 chars]",2025-07-23,neutral,-0.16722407878842205
"{'id': None, 'name': 'Economictimes.com'}",ET Spotlight Special,"Breakout Stocks: How to trade Eternal, The Ramco Cement & ICICI Bank that hit 52-week high?","Indian equities closed slightly in the red on Tuesday amid mixed global cues. While Nifty50 held the 25,000 mark, sectoral divergence showed buying in momentum stocks but pressure on healthcare, auto, telecom, and realty counters.",https://m.economictimes.com/markets/stocks/news/breakout-stocks-how-to-trade-eternal-the-ramco-cement-amp-icici-bank-that-hit-52-week-high/market-summary/slideshow/122837673.cms,"https://img.etimg.com/thumb/msid-122837673,width-1070,height-580,overlay-etmarkets/slideshow.jpg",2025-07-22 12:07:14+00:00,In the last few weeks this stock has been consolidating in the band of roughly 1400-1470. It is now showing some strength to give a breakout on the higher side.Once it starts sustaining above the hig… [+309 chars],2025-07-22,negative,-0.9999700221897001
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex closed  down  13.53 points at 82186.81,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/122836334.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/articleshow.jpg",2025-07-22 11:17:28+00:00,"NEW DELHI: Fertilisers shares closed lower in the Tuesday's session. Bohra Industries Ltd.(up 4.78%), Paradeep Phosphates Ltd.(up 2.85%), Sikko Industries Ltd.(up 2.60%), Rama Phosphates Ltd.(up 2.00… [+1859 chars]",2025-07-22,negative,-0.9825689722783864
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex closed  down  13.53 points at 82186.81,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/122835831.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/articleshow.jpg",2025-07-22 10:56:18+00:00,"NEW DELHI: Power shares closed lower in the Tuesday's session. Ravindra Energy Ltd.(up 5.00%), NLC India Ltd.(up 4.81%), Hitachi Energy India Ltd.(up 4.44%), GE Power India Ltd.(up 2.38%), Transrail … [+1645 chars]",2025-07-22,positive,0.9966113185510039
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Mining stocks up as market falls,The 30-share BSE Sensex closed  down  13.53 points at 82186.81,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/122835699.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/articleshow.jpg",2025-07-22 10:51:02+00:00,"NEW DELHI: Mining shares closed lower in the Tuesday's session. 20 Microns Ltd.(up 6.10%), Gujarat Mineral Development Corporation Ltd.(up 4.97%), Madhav Marbles &amp; Granites Ltd.(up 3.43%), MOIL L… [+1391 chars]",2025-07-22,negative,-0.927168727881508
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  13.53 points at 82186.81,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/122835002.cms,"https://img.etimg.com/thumb/msid-83209716,width-1200,height-630,imgsize-107089,overlay-etmarkets/articleshow.jpg",2025-07-22 10:30:16+00:00,"NEW DELHI: FMCG shares closed lower in the Tuesday's session. Vadilal Industries Ltd.(up 1.94%), Bikaji Foods International Ltd.(up 1.67%), Euro India Fresh Foods Ltd.(up 1.45%), Nakoda Group Of Indu… [+1631 chars]",2025-07-22,positive,0.9651656225323677
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Riya Sharma,"Eternal tops Rs 3 lakh crore market cap, surpasses Wipro, Tata Motors & other Nifty50 giants","Eternal m-cap: The stock surged up to 15% to reach a record high of ₹311.6 on the BSE, before trimming gains to trade 8.8% higher at ₹295.10 by late morning. The sharp rise followed investor enthusiasm over Blinkit’s stellar June-quarter results—Eternal’s qui…",https://economictimes.indiatimes.com/tech/startups/eternal-tops-rs-3-lakh-crore-market-cap-surpasses-wipro-tata-motors-other-nifty50-giants/articleshow/122835522.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-75248,resizemode-75,msid-122835522/tech/startups/eternal-tops-rs-3-lakh-crore-market-cap-surpasses-wipro-tata-motors-other-nifty50-giants.jpg",2025-07-22 06:43:38+00:00,"Eternal Ltd shares jumped to a record high of Rs 311.6 on Tuesday, pushing the Zomato and Blinkit parents market capitalisation past Rs 3 lakh croresurpassing several prominent Nifty 50 constituents,… [+3251 chars]",2025-07-22,negative,-0.9996606095446623
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Riya Sharma,"Eternal tops Rs 3 lakh crore market cap, surpasses Wipro, Tata Motors & other Nifty50 giants","Eternal m-cap: The stock surged up to 15% to reach a record high of ₹311.6 on the BSE, before trimming gains to trade 8.8% higher at ₹295.10 by late morning. The sharp rise followed investor enthusiasm over Blinkit’s stellar June-quarter results—Eternal’s qui…",https://economictimes.indiatimes.com/markets/stocks/news/eternal-tops-rs-3-lakh-crore-market-cap-surpasses-wipro-tata-motors-other-nifty50-giants/articleshow/122829826.cms,"https://img.etimg.com/thumb/msid-122830115,width-1200,height-630,imgsize-75248,overlay-etmarkets/articleshow.jpg",2025-07-22 06:43:38+00:00,"Eternal Ltd shares jumped to a record high of Rs 311.6 on Tuesday, pushing the Zomato and Blinkit parents market capitalisation past Rs 3 lakh croresurpassing several prominent Nifty 50 constituents,… [+3315 chars]",2025-07-22,negative,-0.9996606095446623
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex was  down  19.2 points at 82181.14,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/122828865.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/articleshow.jpg",2025-07-22 05:58:19+00:00,"NEW DELHI: FMCG stocks were trading lower on Tuesday at 11:28AM Nakoda Group Of Industries Ltd.(up 2.06%), Nakoda Group Of Industries Ltd.(up 2.06%), Vadilal Industries Ltd.(up 1.95%), Gillette India… [+1626 chars]",2025-07-22,positive,0.9651656225323677
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market rises,The 30-share BSE Sensex was  up  0.26 points at 82200.6,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/122828458.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/articleshow.jpg",2025-07-22 05:37:14+00:00,"NEW DELHI: Power stocks were trading lower on Tuesday at 11:07AM Ravindra Energy Ltd.(up 4.38%), Hitachi Energy India Ltd.(up 2.70%), GE Power India Ltd.(up 1.52%), NLC India Ltd.(up 1.19%), Kalpatar… [+1572 chars]",2025-07-22,positive,0.9983915523043834
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Sensex rises! These stocks are up over 15% on BSE,"In the Nifty50 index, 16 stocks were trading in the green, while 34 stocks were in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-these-stocks-are-up-over-15-on-bse/articleshow/122828247.cms,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/articleshow.jpg",2025-07-22 05:26:54+00:00,"NEW DELHI: Several stocks gained in excess of 15% in Mumbai trading on Tuesday even as equity benchmarks, BSE Sensex and NSE Nifty, traded in the red amid brisk selling in frontline bluechip counters… [+750 chars]",2025-07-22,neutral,-0.0003200856037040012
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex was  up  88.41 points at 82288.75,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/122828119.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/articleshow.jpg",2025-07-22 05:21:34+00:00,"NEW DELHI: Sugar stocks were trading higher on Tuesday at 10:51AM Piccadily Agro Industries Ltd.(up 1.82%), Shree Renuka Sugars Ltd.(up 1.28%), Triveni Engineering &amp; Industries Ltd.(up 1.19%), Ba… [+1699 chars]",2025-07-22,neutral,-0.06233912489187787
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Bank index advances 0.27% in an upbeat market,The Nifty Bank index was trading 0.27 per cent  up  at 57106.2.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-27-in-an-upbeat-market/articleshow/122827649.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/articleshow.jpg",2025-07-22 04:55:19+00:00,"NEW DELHI: The Nifty Bank index traded positive around 10:25AM(IST)on Tuesday in an upbeat market. ICICI Bank Ltd.(up 1.04 per cent), HDFC Bank Ltd.(up 0.87 per cent), Axis Bank Ltd.(up 0.63 per cent… [+1062 chars]",2025-07-22,neutral,-2.2789856842564404e-05
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty IT index falls 0.17% in an upbeat market,The Nifty IT index was trading 0.17 per cent  down  at 36968.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-17-in-an-upbeat-market/articleshow/122827517.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/articleshow.jpg",2025-07-22 04:50:05+00:00,"NEW DELHI: The Nifty IT index traded negative around 10:19AM(IST)on Tuesday in an upbeat market. Tata Consultancy Services Ltd.(up 0.19 per cent), Tech Mahindra Ltd.(up 0.18 per cent) and HCL Technol… [+1041 chars]",2025-07-22,neutral,-0.013611601400043583
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Auto index falls 0.46% in an upbeat market,The Nifty Auto index was trading 0.46 per cent  down  at 23945.25.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-46-in-an-upbeat-market/articleshow/122827436.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/articleshow.jpg",2025-07-22 04:44:43+00:00,"NEW DELHI: The Nifty Auto index traded negative around 10:14AM(IST)on Tuesday in an upbeat market. Tube Investments of India Ltd.(up 1.49 per cent), Exide Industries Ltd.(up 1.2 per cent), MRF Ltd.(u… [+1113 chars]",2025-07-22,neutral,-0.00019411125640544924
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Mining stocks mixed as market rises,The 30-share BSE Sensex was  up  79.19 points at 82279.53,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/122827333.cms,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/articleshow.jpg",2025-07-22 04:39:36+00:00,"NEW DELHI: Mining stocks were trading mixed on Tuesday at 10:09AM Pokarna Ltd.(up 1.65%), Aro Granite Industries Ltd.(up 1.44%), Madhav Marbles &amp; Granites Ltd.(up 0.97%), KIOCL Ltd.(up 0.59%), As… [+1341 chars]",2025-07-22,negative,-0.9261645246297121
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Pharma index falls 0.95% in an upbeat market,The Nifty Pharma index was trading 0.95 per cent  down  at 22317.3.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-falls-0-95-in-an-upbeat-market/articleshow/122827150.cms,"https://img.etimg.com/thumb/msid-83721067,width-1200,height-630,imgsize-421641,overlay-etmarkets/articleshow.jpg",2025-07-22 04:29:09+00:00,"NEW DELHI: The Nifty Pharma index traded negative around 09:59AM(IST)on Tuesday in an upbeat market. Natco Pharma Ltd.(up 0.98 per cent), Mankind Pharma Ltd.(up 0.31 per cent) and Abbott India Ltd.(u… [+1054 chars]",2025-07-22,neutral,-0.0010606439609546214
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Eternal, private banks lift Sensex 150 pts higher, Nifty over 25,100",Indian stock markets began positively. Sensex and Nifty50 saw gains driven by strong earnings reports from major lenders and Eternal (Zomato). Investors are watching for developments on a potential trade agreement with the US. Eternal's revenue jumped signifi…,https://economictimes.indiatimes.com/markets/stocks/news/eternal-private-banks-lift-sensex-150-pts-higher-nifty-over-25100/articleshow/122826693.cms,"https://img.etimg.com/thumb/msid-122826789,width-1200,height-630,imgsize-19246,overlay-etmarkets/articleshow.jpg",2025-07-22 04:01:34+00:00,"Indian benchmark indices Sensex and Nifty50 opened higher on Tuesday, buoyed by strong earnings from top private lenders and Eternal (Zomato). Investors also remained cautious ahead of a potential tr… [+1108 chars]",2025-07-22,neutral,-0.00022374066224983835
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Kshitij Anand,ETMarkets Smart Talk | FPI flows inconsistent as India’s valuation premium hits 80% over MSCI EM: Anuj Kapoor,Anuj Kapoor of JM Financial Services shares insights on Indian equity markets. He notes FPIs are cautious due to high valuations despite India's growth. Earnings are expected to grow healthily. Domestic investors are crucial for market stability. Sectors like…,https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-fpi-flows-inconsistent-as-indias-valuation-premium-hits-80-over-msci-em-anuj-kapoor/articleshow/122809380.cms,"https://img.etimg.com/thumb/msid-122809391,width-1200,height-630,imgsize-85518,overlay-etmarkets/articleshow.jpg",2025-07-22 03:30:00+00:00,"In this edition of ETMarkets Smart Talk, Anuj Kapoor, MD &amp; CEO, Private Wealth, JM Financial Services Ltd, shares insights on the current state of Indian equity markets and the factors influencin… [+6659 chars]",2025-07-22,negative,-0.999849500876735
"{'id': None, 'name': 'BusinessLine'}","Team BL, KS Badri Narayanan","Stock Market Live Updates 22 July 2025: Stock to buy today: ICICI Bank (₹1,465.85)","Sensex, Nifty, Share Prices LIVE: The upmove in ICICI Bank. The stock has begun the week on a strong note by rising over 2 per cent on Monday. Immediate support is at ₹1,450. Below that, ₹1,435-1,430 and then ₹1,410 are the next important supports. There is r…",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-22nd-july-2025/article69779736.ece,https://bl-i.thgim.com/public/incoming/4jwfye/article69779741.ece/alternates/LANDSCAPE_1200/IMG_PO09_Coins_stack_2_1_O0DV9MVV.jpg,2025-07-22 01:14:52+00:00,"Coin stacks and chart graphs on a chessboard background. Horizontal composition with selective focus and copy space.
 | Photo Credit: 
 MicroStockHub
Stock Market today | Share Market Live Updates… [+1335 chars]",2025-07-22,neutral,-0.04910982705769129
"{'id': None, 'name': 'Economictimes.com'}",ET Spotlight Special,"Breakout Stocks: How to trade UPL, UTI AMC & UltraTech Cement that hit fresh 52-week high?","Indian markets rebounded on Monday after a two-day decline, with Sensex gaining over 400 points and Nifty50 closing above 25000. Realty, power, and auto stocks led the rally, while IT and FMCG stocks saw profit booking.",https://m.economictimes.com/markets/stocks/news/breakout-stocks-how-to-trade-upl-uti-amc-amp-ultratech-cement-that-hit-fresh-52-week-high/market-summary/slideshow/122816702.cms,"https://img.etimg.com/thumb/msid-122816702,width-1070,height-580,overlay-etmarkets/slideshow.jpg",2025-07-21 12:59:35+00:00,"Currently, the stock has given a 52-week high breakout with a strong bullish green candle.The potential targets for this stock are Rs 1,494 as Target 1 (T1) and Rs 1,500 as Target 2 (T2), with a stop… [+424 chars]",2025-07-21,negative,-0.9997862624877598
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Auto index advances 0.67%,The Nifty Auto index closed 0.67 per cent  up  at 24055.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-67/articleshow/122815516.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/articleshow.jpg",2025-07-21 11:59:22+00:00,"NEW DELHI: The Nifty Auto index closed on a positive note on Monday. Shares of Ashok Leyland Ltd.(up 2.09 per cent), Mahindra &amp; Mahindra Ltd.(up 1.71 per cent), Exide Industries Ltd.(up 1.32 per … [+1128 chars]",2025-07-21,negative,-0.9995969934534514
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market rises,The 30-share BSE Sensex closed  up  442.61 points at 82200.34,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/122815310.cms,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/articleshow.jpg",2025-07-21 11:49:00+00:00,"NEW DELHI: Power shares closed higher in the Monday's session. ACME Solar Holdings Ltd.(up 3.90%), GE Vernova T&amp;D India Ltd.(up 3.36%), Ravindra Energy Ltd.(up 2.80%), Suzlon Energy Ltd.(up 2.10%… [+1601 chars]",2025-07-21,positive,0.9983915523043834
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks up as market rises,The 30-share BSE Sensex closed  up  442.61 points at 82200.34,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/122814853.cms,"https://img.etimg.com/thumb/msid-83772708,width-1200,height-630,imgsize-284734,overlay-etmarkets/articleshow.jpg",2025-07-21 11:27:55+00:00,"NEW DELHI: Fertilisers shares closed higher in the Monday's session. Paradeep Phosphates Ltd.(up 7.64%), Mangalore Chemicals &amp; Fertilizers Ltd.(up 6.01%), Rama Phosphates Ltd.(up 5.00%), Zuari Ag… [+1549 chars]",2025-07-21,neutral,-0.05510258757203701
